0.9476041198, 0.9480494261
0.8556800485, 0.8619158268
0.8472277522, 0.8543839455
0.8479005694, 0.8503283262
0.8439688087, 0.8451139331
0.8401842117, 0.8429895639
0.8342970014, 0.8416376710
0.8307857513, 0.8437620997
0.8219760060, 0.8310158253
0.8165724277, 0.8265739679
0.8102647066, 0.8275395632
0.8108534217, 0.8244495988
0.8087508678, 0.8306295872
0.8081831932, 0.8246427178
0.8088349700, 0.8252220750
0.8083093166, 0.8232908249
0.8135657310, 0.8252220750
0.8140283227, 0.8265739679
0.8110216260, 0.8254151940
0.8117785454, 0.8263808489
0.8125144839, 0.8283120990
0.8132714033, 0.8250289559
0.8117785454, 0.8273464441
0.8117154837, 0.8219389915
0.8085405827, 0.8248358369
0.8089401126, 0.8267670870
0.8069006205, 0.8265739679
0.8052605987, 0.8248358369
0.8029057384, 0.8269602060
0.8028005958, 0.8242564797
0.7981749773, 0.8248358369
0.7969975471, 0.8230977058
0.7927713990, 0.8217458725
0.7901852131, 0.8246427178
0.7861062884, 0.8184627295
0.7856016755, 0.8207802176
0.7820062637, 0.8236771226
0.7791047096, 0.8202008605
0.7745842338, 0.8200077415
0.7718088627, 0.8196215034
0.7696642280, 0.8219389915
0.7653750181, 0.8163383603
0.7619267702, 0.8163383603
0.7591934800, 0.8180764914
0.7569647431, 0.8211664557
0.7537267804, 0.8180764914
0.7490170598, 0.8200077415
0.7458631992, 0.8113170862
0.7416791320, 0.8134414554
0.7383360267, 0.8144071102
0.7355606556, 0.8149864674
0.7310191393, 0.8111239672
0.7287273407, 0.8084202409
0.7248796225, 0.8118965030
0.7214734554, 0.8093858361
0.7184037566, 0.8132483363
0.7151868343, 0.8103514910
0.7114652991, 0.8118965030
0.7056201696, 0.8074545860
0.7022560239, 0.8074545860
0.6967473626, 0.8089995980
0.6920375824, 0.8012745976
0.6883791089, 0.8006952405
0.6835011840, 0.8016608953
0.6809991598, 0.7950946093
0.6757847667, 0.7968327403
0.6744391322, 0.7923908830
0.6729252934, 0.7956740260
0.6699186563, 0.7947083712
0.6670591235, 0.7921977639
0.6656925082, 0.7960602641
0.6624124646, 0.7920046449
0.6619288921, 0.7943221331
0.6596791744, 0.7974121571
0.6561468244, 0.7947083712
0.6547801495, 0.7898802757
0.6532242894, 0.7891077399
0.6489560604, 0.7939358950
0.6492504478, 0.7920046449
0.6472529769, 0.7945152521
0.6449191570, 0.7949014902
0.6423330307, 0.7912321091
0.6413658261, 0.7958671451
0.6388217211, 0.7893008590
0.6353735328, 0.7894940376
0.6340068579, 0.7937427759
0.6310422421, 0.7885283828
0.6295704246, 0.7885283828
0.6283509731, 0.7898802757
0.6249027848, 0.7873696685
0.6231365800, 0.7881421447
0.6216227412, 0.7875627875
0.6226109862, 0.7871764898
0.6180694103, 0.7850521207
0.6165135503, 0.7896871567
0.6162402034, 0.7933565378
0.6136330366, 0.7860177755
0.6129391789, 0.7881421447
0.6090704799, 0.7862108946
0.6076617241, 0.7877559066
0.6068417430, 0.7833140492
0.6043817401, 0.7875627875
0.6019638181, 0.7862108946
0.6009966135, 0.7898802757
0.5984104872, 0.7862108946
0.5981371403, 0.7865971327
0.5962448120, 0.7856315374
0.5939109921, 0.7877559066
0.5912827849, 0.7875627875
0.5921238065, 0.7819621563
0.5874771476, 0.7842796445
0.5885704756, 0.7854384184
0.5857740641, 0.7848590016
0.5852484107, 0.7844727635
0.5849120021, 0.7846658826
0.5819684267, 0.7869833708
0.5808961391, 0.7813827991
0.5792350769, 0.7806102633
0.5780366063, 0.7825415134
0.5772166252, 0.7837002873
0.5758499503, 0.7815759182
0.5746094584, 0.7777134180
0.5742520094, 0.7823483944
0.5724228024, 0.7813827991
0.5713714957, 0.7757821679
0.5688273907, 0.7815759182
0.5674607158, 0.7856315374
0.5670612454, 0.7790652514
0.5655894279, 0.7788721323
0.5652109981, 0.7798377872
0.5640755892, 0.7821552753
0.5636761189, 0.7813827991
0.5607956052, 0.7773271799
0.5614473820, 0.7819621563
0.5582304597, 0.7790652514
0.5572212338, 0.7806102633
0.5557914972, 0.7794515491
0.5556443334, 0.7784858942
0.5542566180, 0.7815759182
0.5543828011, 0.7800309062
0.5531423092, 0.7780996561
0.5510817766, 0.7806102633
0.5496940613, 0.7773271799
0.5487478971, 0.7738509178
0.5490422845, 0.7775202990
0.5469817519, 0.7796446681
0.5460566282, 0.7771340013
0.5440171361, 0.7775202990
0.5434284210, 0.7775202990
0.5422509909, 0.7748165131
0.5409684181, 0.7682502866
